	TCGA-A1-A0SP-01	TCGA-A1-A0SB-01	TCGA-A1-A0SM-01	TCGA-A1-A0SO-01	TCGA-A1-A0SK-01	TCGA-A1-A0SF-01	TCGA-A1-A0SQ-01	TCGA-A1-A0SN-01	TCGA-A1-A0SG-01	TCGA-A1-A0SE-01	TCGA-A1-A0SH-01	TCGA-A1-A0SD-01	TCGA-A1-A0SI-01	TCGA-A1-A0SJ-01
PCDHA10	34	271	1240	4	63	158	21	0	55	102	85	184	69	135
PCDHA11	71	1	894	0	1597	270	590	99	423	75	100	60	34	189
PCDHA12	171	4	1051	12	549	49	23	10	1255	29	53	74	16	671
PCDHA13	8	9	577	1	112	31	3	8	40	6	16	16	1	170
PCDHA1	3	12	517	65	17	109	17	10	10	20	4	35	0	54
PCDHA2	5	5	128	27	27	77	50	9	16	12	20	18	8	16
PCDHA3	22	8	213	78	20	422	62	56	168	64	90	77	36	121
PCDHA4	17	4	638	2135	11	299	682	23	44	43	75	39	73	93
PCDHA5	0	35	483	20	7	112	11	13	4	28	32	20	13	36
PCDHA6	5	222	1352	20	22	125	24	98	51	156	269	141	32	1049
PCDHA7	2	8	80	5	20	141	14	43	26	40	13	39	8	44
PCDHA8	3	12	60	0	25	16	0	7	5	1	5	14	0	24
PCDHA9	4	15	53	2	22	2	0	2	5	9	1	7	0	6
PCDHAC1	7	18	124	30	192	11	150	10	70	11	13	34	27	50
PCDHAC2	11	11	381	39	86	35	664	74	140	68	119	92	95	227
PCDHB10	390	166	280	247	424	122	78	123	120	139	443	197	264	228
PCDHB11	16	14	59	16	10	85	23	105	31	53	222	102	121	72
PCDHB12	51	88	125	23	312	98	42	72	63	162	310	169	188	120
PCDHB13	54	53	144	41	144	78	31	85	119	161	249	229	270	208
PCDHB14	288	541	559	346	238	174	72	214	218	342	580	459	435	318
PCDHB15	32	114	62	18	54	63	42	63	44	101	255	135	82	114
PCDHB16	56	454	522	820	88	323	112	293	320	448	1185	467	622	547
PCDHB17	31	19	15	0	7	7	4	8	3	18	15	15	8	11
PCDHB18	10	22	41	4	130	22	18	21	27	32	70	40	32	36
PCDHB19P	9	29	10	4	65	17	6	8	14	16	55	19	13	10
PCDHB1	1	0	9	0	4	0	0	2	0	0	1	0	0	0
PCDHB2	1821	101	1768	2490	1538	113	59	157	124	187	287	208	203	1925
PCDHB3	161	987	213	66	147	86	40	213	51	127	210	220	120	139
PCDHB4	103	930	351	88	57	374	805	157	250	470	637	745	464	259
PCDHB5	52	44	79	25	32	135	57	104	128	228	348	891	234	224
PCDHB6	1070	721	128	18	22	158	19	88	48	177	292	102	92	125
PCDHB7	34	292	224	16	20	198	69	138	93	287	381	244	148	136
PCDHB8	20	68	69	9	30	67	25	63	46	94	162	99	106	53
PCDHB9	444	135	278	481	111	104	22	100	96	119	353	154	184	199
PCDHGA10	70	33	356	25	35	435	2265	101	93	215	258	1438	253	497
PCDHGA11	55	47	68	16	41	36	44	21	36	106	59	55	73	300
PCDHGA12	50	20	88	104	53	173	153	306	90	107	336	303	325	261
PCDHGA1	21	12	35	25	299	10	7	60	6	19	16	141	9	138
PCDHGA2	6	147	69	12	24	124	25	69	76	173	472	427	251	138
PCDHGA3	6	12	46	4	18	68	20	37	38	44	169	367	70	110
PCDHGA4	71	18	764	199	233	40	10	57	113	147	266	577	209	706
PCDHGA5	68	1149	234	39	44	105	23	72	124	145	239	138	91	280
PCDHGA6	96	70	235	36	38	50	14	49	94	142	364	119	231	103
PCDHGA7	32	153	326	41	54	51	6	24	28	106	61	244	40	599
PCDHGA8	15	6	16	9	12	11	24	7	7	22	27	46	11	110
PCDHGA9	35	14	132	28	21	70	38	201	175	126	423	364	292	199
PCDHGB1	237	23	133	592	754	33	14	44	13	49	115	278	80	816
PCDHGB2	136	87	291	80	70	39	13	75	54	126	289	213	249	440
PCDHGB3	52	35	32	32	41	13	4	20	15	40	48	47	38	66
PCDHGB4	121	26	53	12	11	17	737	28	65	92	187	466	144	1296
PCDHGB5	1567	22	290	12	26	76	1926	86	269	477	1610	1057	856	2298
PCDHGB6	52	19	124	26	33	120	40	201	259	207	377	378	400	272
PCDHGB7	145	2422	508	67	1414	481	193	220	200	546	675	638	555	1014
PCDHGB8P	14	7	3	3	2	1	1	1	4	2	4	11	4	4
PCDHGC3	2952	5814	7075	2081	2506	3868	4329	3819	3866	4344	10931	7445	6792	8194
PCDHGC4	64	32	22	0	837	4	23	3	19	4	14	27	22	23
PCDHGC5	27	20	14	5	16	17	8	12	39	10	73	42	48	19
PCDP1	0	23	63	68	78	122	5	7	57	36	3	3	86	5
PCF11	1807	4050	2472	4689	3996	2625	2237	4360	3701	3210	3106	3253	3832	2246
PCGEM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PCGF1	521	443	819	937	775	530	497	521	570	637	405	629	693	372
PCGF2	1167	2052	60830	3292	4698	2897	2627	3279	2695	4120	3475	4138	2788	2288
PCGF3	4246	4691	4830	2728	4481	2500	1922	2824	3428	3097	2983	4101	3035	5177
PCGF5	1769	5504	2946	2671	2127	2492	1668	3480	1605	3095	4143	4835	2651	3523
PCGF6	426	455	566	2596	1497	473	235	703	329	400	432	570	758	395
PCID2	1756	1638	2185	7034	4863	1758	878	1543	1475	1982	1585	1475	1782	2093
PCIF1	4076	3122	3217	3373	4106	3032	2224	2583	3274	2884	2994	3568	3370	5329
PCK1	40	15	13	2	1466	59	2	3	6	0	0	80	10	303
PCK2	3284	747	3346	3085	1684	4725	3788	6910	3805	3881	1654	2779	3516	2896
PCLO	965	1259	760	2616	1871	528	1178	1739	755	1176	813	1565	1972	1105
PCM1	12043	9853	10119	11579	7644	9552	8116	14941	5299	18582	7645	39855	8027	8893
PCMT1	8571	2682	6117	4699	9345	3531	4720	3501	3624	2799	4459	5826	4924	6877
PCMTD1	5350	4461	4382	3238	5779	3171	4267	2431	10136	4691	5273	6352	3542	5324
PCMTD2	2382	3387	4115	4613	10823	4735	19420	2793	3151	3852	3091	6258	3375	15610
PCNAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCNA	15432	3397	5588	16696	34813	6217	5920	9835	5557	6546	3551	5996	16495	9999
PCNP	10429	5311	6196	10427	11388	4856	4966	6284	4854	6170	6011	7658	7880	4384
PCNT	4280	2537	2047	6306	9098	2346	1523	2649	2830	2785	3780	2867	4598	2173
PCNXL2	1634	1393	2718	2279	1164	680	388	949	674	834	897	1109	1570	552
PCNXL3	6110	3912	3891	3621	7613	3914	2152	7350	5248	4993	4872	4417	5668	1895
PCNX	2330	7409	3377	3190	3668	2692	2386	4324	2790	4337	4344	5048	3281	3795
PCOLCE2	341	184	2	95	170	95	19	9	43	5	19	238	23	886
PCOLCE	2731	1733	12618	976	1254	4980	1255	6469	5375	5842	17246	4484	16290	3561
PCOTH	36	7	55	139	55	135	11	42	150	70	28	51	5	9
PCP2	5	27	8	26	20	105	143	63	274	54	8	42	61	35
PCP4L1	27	7	8	45	96	34	1	27	60	22	8	17	209	14
PCP4	0	21	19	6	286	6	0	4	5	2	1	19	7	3
PCSK1N	874	119	1775	2804	1178	30	1	4	12	33	37	20	9	23
PCSK1	56	12	21	13	10222	21	8	18	66	51	25	38	16	43
PCSK2	572	2	22	1	811	0	0	3	0	0	0	237	1	0
PCSK4	14	107	115	258	20	357	199	53	445	394	161	78	414	120
PCSK5	252	212	319	99	41	494	228	415	206	446	735	375	754	564
PCSK6	468	2118	751	1010	1766	1949	3473	3237	1184	3556	3131	11106	2143	4329
PCSK7	1417	1003	1856	2174	2422	1392	1359	2071	2194	1405	2165	1420	3023	928
PCSK9	968	4	44	8	139	4	4	79	45	88	694	38	173	28
PCTP	1244	551	636	504	676	857	650	1872	443	1192	1567	997	1094	1232
PCYOX1L	619	506	657	1249	482	827	1220	1640	765	1283	499	1545	946	1076
PCYOX1	4277	5388	8819	12341	5216	6307	12513	9298	9158	12257	12945	10090	6464	14349
PCYT1A	629	828	1155	1509	739	732	735	1872	1073	1334	2578	1292	1968	843
PCYT1B	145	223	158	222	342	23	9	32	40	50	140	89	71	36
PCYT2	1189	850	4849	2600	573	1226	2909	1154	1547	1051	1815	1149	1606	2119
PC	806	1244	1757	2047	1430	1853	3485	42319	2531	1220	785	2660	2297	1943
PDAP1	10828	3556	5650	6687	9092	6256	5263	7521	6015	5835	6374	5681	7310	4838
PDCD10	2521	1115	1877	6827	3324	1230	2208	1940	1770	2562	2574	2555	3677	1773
PDCD11	4458	4948	3171	20627	6731	3455	2474	3268	2925	4578	3258	3167	4183	1612
PDCD1LG2	365	20	223	105	51	260	64	324	126	168	182	305	537	109
PDCD1	64	6	28	18	39	200	27	84	39	28	22	43	203	55
PDCD2L	1046	256	401	604	1283	557	381	398	224	322	182	284	510	416
PDCD2	4020	1899	2314	1152	3182	2214	2028	2072	1928	1362	1224	2297	2172	2175
PDCD4	3054	9721	5974	24482	6360	19867	3608	7272	26242	25878	6553	10717	13961	8796
PDCD5	4284	1147	1714	2859	2921	1639	1158	1810	1101	1413	1298	1401	1904	2147
PDCD6IP	5890	7910	14745	21461	6952	6221	11987	12505	13368	13875	12350	11821	14005	13086
PDCD6	7794	2772	4766	5904	4838	4635	4265	6079	7781	4682	4587	5038	5602	5324
PDCD7	1014	1339	1636	3162	2504	771	987	1309	1163	1444	1324	1371	1081	1146
PDCL2	1	0	0	0	19	0	0	0	0	0	0	0	0	0
PDCL3	1918	915	1392	2709	2941	1684	1084	1842	1179	1345	1267	1816	1556	1572
PDCL	1691	1780	1058	1605	3410	1101	1906	1752	931	1517	1512	1733	2027	1186
PDC	3	0	4	2	0	1	0	0	0	2	1	0	1	1
PDDC1	2529	2613	2106	1690	4317	2624	1616	1856	2872	3290	2452	2812	2205	1512
PDE10A	2864	669	1121	75	3974	184	150	1064	255	291	1587	311	698	149
PDE11A	9	136	253	11	173	7	59	32	78	63	494	115	143	148
PDE12	891	1963	2287	2657	1556	1192	1901	2765	1835	2008	1183	2615	2443	2407
PDE1A	114	97	144	42	27	294	156	227	166	256	256	293	205	307
PDE1B	397	35	337	73	225	180	216	244	189	308	350	533	379	430
PDE1C	10	72	28	51	79	61	31	17	14	216	62	135	31	40
PDE2A	185	160	741	119	803	750	616	383	241	654	247	613	248	1159
PDE3A	81	188	286	36	70	102	196	308	135	261	663	307	285	185
PDE3B	378	294	86	1587	950	192	120	176	164	116	92	320	204	1345
PDE4A	437	294	1761	333	112	897	604	3597	2043	1264	2221	1410	1863	471
PDE4B	4188	2134	8056	6963	1170	2181	1054	3689	703	2617	2905	1812	5969	874
PDE4C	2	1	6	8	41	7	9	16	12	8	7	15	10	4
PDE4DIP	7992	1950	10866	4936	2705	1968	9340	7038	4401	16654	5893	11372	7587	4759
PDE4D	194	1797	465	1142	264	739	285	1720	227	388	586	1512	624	410
PDE5A	669	5412	668	717	1036	794	612	933	501	2108	1611	2759	967	1135
PDE6A	2	6	14	10	0	3	3	1	4	3	10	2	8	5
PDE6B	244	214	480	25	409	226	33	248	555	1007	314	703	455	544
PDE6C	1	1	0	0	2	0	0	0	1	0	0	0	0	0
PDE6D	1327	458	1314	1811	2046	755	983	1102	693	1046	599	1134	1389	880
PDE6G	68	6	110	16	12	36	9	64	26	18	7	29	41	25
PDE6H	1	0	1	0	1	1	0	1	0	4	0	1	0	0
PDE7A	6631	2396	1047	6590	22062	1984	542	1540	2739	2018	1626	2350	4271	1534
PDE7B	93	100	231	56	98	293	149	116	94	294	382	205	203	138
PDE8A	1699	814	1206	1282	1956	1075	1024	1958	1247	1430	909	1674	926	1221
PDE8B	150	484	82	92	113	355	30	173	72	241	471	896	349	210
PDE9A	1205	3532	716	1551	2276	106	106	303	45	445	197	561	162	225
PDF	673	345	296	873	363	377	275	561	313	349	283	461	441	310
PDGFA	590	7868	1670	66	366	389	346	723	871	1117	947	1270	691	1020
PDGFB	1071	1845	4093	380	1421	1675	4268	1964	3717	2222	2838	2679	3209	3731
PDGFC	1752	10878	2256	1839	355	1429	1836	1756	1439	2497	5646	2753	3404	1026
PDGFD	322	2072	725	418	228	917	897	1175	1230	1955	4244	1958	3534	1962
PDGFRA	1924	11520	7446	1251	1413	4751	1406	3542	3101	6408	12588	4306	8086	7013
PDGFRB	5133	1872	19331	2709	3924	8848	7928	17141	16715	16530	29225	21148	28482	12586
PDGFRL	1811	2126	5469	243	75	1347	421	2404	1719	2742	8617	2171	7973	1017
PDHA1	4078	3292	3452	11024	4549	3061	2282	2633	2887	2661	2401	2983	3703	4719
PDHA2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PDHB	2619	2389	4794	2959	2366	3304	3895	5179	5144	4281	1957	4202	4052	3495
PDHX	2999	1316	4067	5302	3641	1542	2433	2386	2602	2382	1288	2422	2066	2793
PDIA2	79	6	0	8	37	0	2	3	2	6	0	4	11	2
PDIA3P	5821	6168	18465	8236	3793	6200	9139	19201	7396	10580	9763	11213	8331	12390
PDIA3	22305	23530	69939	30028	14314	23648	34790	76084	31007	39014	36567	44778	32082	47377
PDIA4	13549	12274	19737	19335	8668	15583	9576	17476	11938	14311	17295	12031	20139	19103
PDIA5	2085	1034	3134	2123	900	1398	2350	2906	751	1919	2172	1371	2499	1011
PDIA6	21478	19106	32171	90108	17446	13280	16096	22560	13790	13867	16547	17940	22891	28177
PDIK1L	1245	1078	1041	1867	3404	1679	1824	1509	1255	1530	1088	1283	2283	1815
PDILT	1	0	0	0	0	1	0	0	1	4	1	0	0	0
PDK1	2763	804	707	3089	7069	472	920	649	603	500	557	1155	1222	721
PDK2	730	1677	1645	6000	1460	1433	2659	1323	3054	3016	2604	3242	1630	2534
PDK3	1101	1605	423	2349	429	669	313	781	563	871	805	880	959	751
PDK4	2604	2118	1958	852	163	7546	2061	721	3313	2613	564	2895	416	18089
PDLIM1	4421	5315	10520	3392	5948	4780	4508	4692	3927	10487	7559	8797	18326	7958
PDLIM2	1345	1019	1899	358	320	1141	938	1226	1241	2035	3113	1382	2573	1061
PDLIM3	1035	1896	2056	360	416	1896	349	1457	1575	1867	3376	1194	5027	726
PDLIM4	294	1297	2570	309	681	1649	169	429	661	2155	1008	1033	1098	760
PDLIM5	6326	16766	15341	1724	1284	3716	27746	9368	17828	14268	10038	11951	11797	16056
PDLIM7	2617	2974	4420	951	1068	2489	985	3447	2791	2976	5827	3465	4915	2175
PDP1	1491	1928	2087	2038	6384	2350	876	2466	2616	2840	3434	2477	9794	2775
PDP2	114	437	263	520	315	190	574	479	279	283	248	400	300	419
PDPK1	2717	4008	4489	3882	2965	3003	3409	5908	9338	5584	4170	4261	6216	4856
PDPN	915	2775	2243	284	276	967	282	1375	1543	1534	3967	1755	4606	1284
PDPR	2269	4518	975	2758	960	1122	3237	3636	2698	3604	4370	2526	3629	3838
PDRG1	1922	710	924	3179	2383	3713	845	1223	1858	1713	874	1452	1962	1048
PDS5A	12324	7420	9288	5194	17472	6031	8303	10953	7875	9664	8838	13029	8071	11446
PDS5B	2739	3240	3551	8598	12357	2555	2070	3297	5753	4378	4520	3094	3814	2844
PDSS1	397	245	215	1387	514	247	156	306	179	347	132	159	263	218
PDSS2	1627	884	1399	2276	1052	793	1119	1257	1385	669	1110	1363	1373	1210
PDX1	0	0	0	549	329	0	0	0	0	0	0	0	0	0
PDXDC1	9509	6666	25127	24565	5551	11082	14347	22064	27358	21199	17818	12712	15240	13008
PDXDC2	251	556	514	361	349	318	390	353	534	300	247	443	376	396
PDXK	18627	16300	9488	4848	6270	5519	2776	6823	5240	6482	6348	4356	7472	4522
PDXP	2637	641	643	2172	4791	505	1070	547	588	641	496	331	1167	663
PDYN	0	242	0	57	3	0	2	0	0	0	0	0	0	1
PDZD11	1489	888	3774	3760	1923	2223	2400	1817	1717	2314	2097	2718	1887	2872
PDZD2	464	10069	1005	500	522	789	1447	1672	694	2119	3074	1265	4034	1215
PDZD3	0	2	1	3	3	0	1	0	0	4	0	0	5	1
PDZD4	114	1000	469	205	5771	136	68	469	53	131	172	305	157	253
PDZD7	5	6	145	163	127	6	70	80	15	7	6	39	66	35
PDZD8	960	1550	1745	6061	2550	931	3108	1578	956	1439	2423	2737	1574	1089
PDZD9	3	0	1	0	2	0	3	1	2	1	2	1	0	3
PDZK1IP1	1376	332	386	176	148	554	46	256	1373	1323	242	348	2398	198
PDZK1P1	24	1036	27	17	40	40	35	11	7	426	9	20	19	129
PDZK1	32	3634	529	15	35	1067	567	802	2174	2593	12	496	129	1205
PDZRN3	4817	8609	1932	790	2001	2087	3176	1710	2285	1783	3960	1855	3141	1641
PDZRN4	26	18	136	32	16	18	18	35	18	78	195	195	517	40
PEA15	12970	4562	24353	10388	11508	12922	37256	15766	10600	20085	19877	21072	26966	17271
PEAR1	124	124	252	68	85	301	428	350	340	481	152	619	364	624
PEBP1	12737	13413	19670	27938	57671	12706	17277	17784	25801	13458	18041	21451	15044	17369
PEBP4	2	7	1728	0	0	88	0	21	2	167	814	6	3	6
PECAM1	2300	500	2398	1309	753	2822	2098	2302	2396	2639	1744	5206	1865	4496
PECI	288	1174	3517	8702	1492	3019	2441	1820	2211	5437	3926	4245	3004	2355
PECR	336	164	469	1143	843	372	368	613	464	467	495	848	622	268
PEF1	6326	2656	6753	5173	4131	2876	3354	2695	6815	4474	3962	3960	6004	5032
PEG10	6532	12283	351	123322	2681	806	328	1758	11758	77998	6168	7266	7188	3973
PEG3AS	0	60	2	0	0	1	0	1	6	10	0	1	0	0
PEG3	63	24271	201	39	8401	683	103	1300	601	900	879	833	497	13161
PELI1	5973	4174	1504	3537	2779	1152	1224	1617	788	1889	1243	1381	2598	1323
PELI2	308	1515	438	56	4337	431	145	417	360	740	878	771	563	541
PELI3	514	471	1054	948	1024	613	742	8612	706	1127	896	1675	829	1016
PELO	950	727	1315	1299	790	872	1194	2197	647	1343	1512	1547	1847	1645
PELP1	4951	4636	4903	6603	7131	3502	3194	6064	5572	3950	2637	3095	3661	3194
PEMT	544	851	778	1061	1379	795	495	1270	855	457	482	853	529	1130
PENK	3	53	10	1	91	102	6	1	4	5	15	14	10	8
PEPD	3841	1929	3707	6631	4736	2539	2904	2535	3050	2537	2082	2632	4497	2369
PER1	974	10697	7180	1164	901	5698	2225	1195	7553	3153	1683	1259	1374	4863
PER2	736	3396	3532	1297	1524	2403	2170	2012	1393	3129	1994	3834	3509	3181
PER3	2506	2471	2657	2900	13717	1320	2995	2621	986	3842	2377	1534	2261	913
PER4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PERP	51897	17958	9053	7824	19233	9940	8916	11137	12293	13937	20822	19520	26029	21279
PES1	8049	4886	4458	6681	9495	4413	3451	4127	3518	4430	3879	2448	4354	2660
PET112L	1328	814	882	1359	642	900	784	581	1695	1041	759	966	847	958
PEX10	2006	1088	682	1234	1139	1551	980	1016	2175	1511	937	1021	1393	1708
PEX11A	167	265	362	602	270	2334	591	861	3130	1317	570	2071	782	461
PEX11B	1735	1657	4008	3670	1683	4601	4248	3942	3161	5283	3111	4230	4344	2274
PEX11G	172	139	122	281	32	587	265	277	525	359	396	144	266	213
PEX12	202	586	437	924	242	517	580	526	1123	912	826	993	489	1127
PEX13	1867	1533	2722	6006	2248	1973	1871	3926	2408	3167	2349	3551	3680	2112
PEX14	1287	948	744	1007	1170	1188	1063	838	1474	1165	659	812	1355	1127
PEX16	950	744	2185	1440	843	1397	1414	1466	970	1167	812	965	1780	1232
PEX19	4027	3097	10040	8934	4062	6597	12332	7527	5057	11540	4169	6210	9013	7922
PEX1	1537	1390	1351	1350	2930	1638	1498	1872	1720	2005	1607	2352	1965	1772
PEX26	1698	1121	1015	2793	2503	1189	977	1480	1565	1639	1937	1294	2253	682
PEX2	3767	2018	2204	5793	4129	2443	2698	3048	5736	3234	3201	3780	2884	3670
PEX3	1389	715	876	1227	1576	693	1204	589	979	574	704	1327	1383	1128
PEX5L	20	18	4	62	516	7	15	3	38	4	7	22	114	8
PEX5	14349	2569	2222	3875	8831	3073	3053	4416	2678	3668	2678	2800	1365	3158
PEX6	901	736	2776	3205	585	2830	2201	555	5073	2286	2965	1365	2076	1154
PEX7	913	463	777	313	488	1017	692	464	1015	591	778	1087	608	1454
PF4V1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
PF4	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PFAS	1545	1668	1217	2210	2167	1278	619	1350	2155	1322	985	1309	1260	1289
PFDN1	2309	2143	3669	3512	2124	2671	3198	4832	3240	3517	2238	3734	2679	3141
PFDN2	6787	1071	2812	2734	3061	2054	2311	2532	1256	2688	934	2390	3286	1594
PFDN4	1871	620	761	1352	2149	551	755	6262	333	670	455	1238	700	1576
PFDN5	10208	11207	9925	5918	10378	16427	10193	11138	11136	16827	9683	9959	9491	9338
PFDN6	1619	603	1820	2131	1520	1067	1754	1545	1824	1442	813	1432	1648	1260
PFKFB1	3	3	2	16	4	16	13	2	36	11	3	14	77	41
PFKFB2	2038	922	6230	1806	585	313	970	668	635	2987	2270	1009	2833	1179
PFKFB3	2354	4053	4990	862	6589	3719	2059	11112	3771	10353	1685	4148	4443	5106
PFKFB4	430	303	600	1216	770	381	774	842	741	708	336	846	714	374
PFKL	14525	4846	8457	17428	20685	11004	9760	9321	9114	8706	9344	7991	16043	12761
PFKM	3613	3164	1932	3871	5080	2844	1517	1596	2137	5525	2141	3171	1432	1730
PFKP	4848	2361	4357	9859	5336	687	336	3460	435	1831	1130	1914	5861	2804
PFN1	40024	12550	39032	35409	27245	21645	17592	58302	29278	20572	20620	20977	27041	19270
PFN2	5645	5196	5348	24825	10977	3693	679	4979	9609	5641	11204	4969	6117	5508
PFN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFN4	17	3	3	31	12	14	10	11	23	17	25	18	12	40
PGA3	5	1	0	2	0	0	2	0	0	2	1	13	0	5
PGA4	2	0	0	0	0	0	0	0	0	0	0	0	0	1
PGA5	0	0	0	0	1	0	0	2	0	0	0	2	0	0
PGAM1	7850	4002	8719	16071	8948	5081	6759	6394	10355	7697	9688	8182	6993	6086
PGAM2	11	40	44	33	101	43	21	23	69	24	24	407	72	39
PGAM4	91	91	109	152	131	109	175	163	238	109	132	175	173	85
PGAM5	2988	834	1225	3733	5046	588	956	2115	1586	816	820	1109	1656	617
PGAP1	2019	2141	432	1036	7123	507	1160	592	1044	1277	1257	1618	453	992
PGAP2	2433	1467	1252	1978	2022	2680	1937	2102	3534	2679	1725	2238	2209	1366
PGAP3	1494	2334	26968	1764	1493	3236	2995	41081	4662	2111	3614	2629	1462	1883
PGBD1	644	285	537	1650	1024	309	103	238	151	443	369	466	314	273
PGBD2	316	428	401	448	356	432	595	619	367	381	346	413	1011	583
PGBD3	170	282	245	166	487	210	202	328	226	355	248	562	365	165
PGBD4	48	84	64	140	68	46	58	47	76	100	89	96	56	71
PGBD5	741	61	76	104	1733	42	74	250	104	116	139	126	212	286
PGCP	952	3976	2657	821	512	2241	1857	2013	4035	1908	2719	2317	2012	2473
PGC	0	1	22	0	3	0	2	0	0	57	16	9	4	81
PGD	16706	6001	5408	14452	13629	6238	7476	7444	8154	9221	4437	5076	15364	7819
PGF	232	101	347	129	632	259	430	451	554	483	250	847	356	371
PGGT1B	1012	916	1353	1329	835	965	1717	2883	1388	1845	1544	2087	1950	1479
PGK1	29099	9904	18437	22035	54013	15062	14404	18028	20591	19903	17898	17676	34260	31532
PGK2	0	0	0	0	0	0	11	2	0	0	0	0	0	2
PGLS	2898	2109	2184	2073	2276	4144	1622	2776	3246	2918	2507	2693	2783	2056
PGLYRP1	0	0	0	4	38	0	0	0	1	1	0	0	0	0
PGLYRP2	3	0	308	0	0	922	13	248	2187	844	58	12	1	96
PGLYRP3	11	0	1	0	4	0	0	0	0	0	0	0	0	0
PGLYRP4	242	0	0	1	3	0	0	4	0	0	2	6	2	0
PGM1	4769	3775	9481	3177	2526	1787	3607	3687	1468	4111	4613	2266	5408	3409
PGM2L1	1007	2649	2386	1697	2691	1264	2006	1383	399	1516	1708	1875	2808	1433
PGM2	3736	1531	3044	2407	2146	1245	2707	1899	997	1869	1887	2628	2240	2808
PGM3	2504	1075	2140	3860	1530	834	1388	2240	954	1002	1741	1531	2483	1248
PGM5P2	9	10	3	4	22	4	8	2	12	5	6	12	1	5
PGM5	606	155	286	86	1640	367	327	228	2476	463	340	843	316	629
PGPEP1L	0	12	0	1	14	1	2	0	0	4	0	0	0	5
PGPEP1	230	1886	2653	754	211	1692	2381	1856	2205	2514	1653	2074	1586	1279
PGP	1359	305	1890	1065	593	1207	856	1143	3317	1049	862	922	1346	1288
PGRMC1	10500	8424	11035	15547	18644	8641	2538	7314	7927	11161	12103	7539	15719	16523
PGRMC2	3713	3179	6156	2969	3238	4447	6148	4059	8159	7404	5805	8404	5556	4188
PGR	89	21	278	43	22	16499	20778	4351	41672	21782	12818	2167	1114	10337
PGS1	1700	1074	1583	2408	1597	974	814	735	1578	961	974	1517	1388	1042
PHACTR1	112	19	72	40	710	25	20	93	418	89	126	42	85	20
PHACTR2	1637	1956	3127	1301	1033	977	2269	3556	1194	1420	2035	2817	2769	2732
PHACTR3	20	5	3	57	415	6	8	5	1	3	17	2	16	61
PHACTR4	5507	4413	2152	7048	6123	1799	2905	3044	3539	3917	2364	2803	3745	2430
PHAX	1054	1352	1699	1536	1236	913	1590	2229	1355	1604	1481	1842	2035	1462
PHB2	44216	11238	7569	14420	46980	11263	6255	12359	7696	10796	6932	7111	5316	8644
PHB	9033	4992	7141	29496	6490	6616	6191	23821	7222	8772	10751	7127	7323	9298
PHC1	4049	1839	1457	3545	8674	1707	175	1271	858	1624	1854	1531	1130	1197
PHC2	9832	5305	11255	10722	13349	8035	5057	5652	6790	8008	6603	5934	8598	8175
PHC3	1883	3699	4273	5144	2075	2437	4034	3817	3467	4460	6252	5651	6859	4403
PHEX	53	4	26	152	8	22	7	111	18	19	27	49	106	58
PHF10	7261	6252	2929	3049	12453	3518	2030	2305	3219	2480	2139	4983	3516	5222
PHF11	880	712	1961	1087	1620	1526	709	1199	1780	1430	1428	1590	1699	1323
PHF12	1939	3741	4394	5217	3389	3689	3088	5151	3582	4008	3206	6573	3057	3475
PHF13	2257	3345	1606	2071	3169	2381	1803	1629	3180	3100	1528	2182	4470	2708
PHF14	4531	2987	2522	7210	5971	2250	3161	4619	2356	3416	2388	4080	3825	3225
PHF15	2104	1743	2572	945	1032	2503	2584	6643	3751	4149	2594	5418	2098	6183
PHF16	2517	1020	1815	5568	6088	2732	116	925	2940	2595	1658	2458	2294	2948
PHF17	2585	2660	1237	1427	2818	1966	2615	814	2043	2924	1222	2496	1526	2990
PHF19	2537	1125	926	2903	3362	1306	726	1307	769	1672	1221	1006	2271	758
PHF1	1205	1951	3024	1601	1429	1827	2767	1991	2566	3257	1804	3845	2833	1859
PHF20L1	2605	2821	3518	2836	8915	1727	2045	4800	3759	2511	3392	4765	3447	3424
PHF20	4376	3632	3956	11166	4778	4001	13565	6543	5901	5302	5654	6973	7362	4565
PHF21A	1853	1901	3160	2740	4460	1742	1537	1937	1528	2822	2195	2505	2457	1520
PHF21B	1	54	6	0	585	14	0	15	60	13	10	13	5	50
PHF23	2075	1515	3929	1476	1650	2810	1512	2431	3316	2307	1685	1834	1781	1817
PHF2	2786	4703	3270	2378	5674	3264	4025	5621	4681	4181	3912	5407	5374	2674
PHF3	6395	5817	6234	9902	8719	4283	6258	5110	5375	5543	6350	9124	6413	6130
PHF5A	3456	1054	1297	2421	1800	1173	1056	1061	971	1346	953	859	1585	948
PHF6	2540	1832	2222	8952	5393	1967	1957	2211	1539	2356	2757	2646	3469	1758
PHF7	114	140	85	75	58	165	256	168	308	295	70	204	164	225
PHF8	2192	2647	2588	3653	4175	3855	3067	2556	3461	4904	2632	3411	3803	4833
PHGDH	22362	10532	3375	16635	26645	819	260	1114	218	4923	978	913	9038	1004
